190 1.3539 0.13248
423 1.4139 0.037259
932 1.4948 0.0094482
2004 1.4409 0.0037465
4253 1.429 0.0017458
8917 1.4313 0.00084618
18465 1.4351 0.0004121
37921 1.4356 0.00020381
77242 1.4366 9.8918E-05
